"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs","setup"
"568","0.5",256,0,0,"ImmediateRec",2,-0.161146760316932,0.877621297882912,"pilot"
"569","0.1",257,0,1,"ImmediateRec",2,0.316049135497066,0.00211554818119175,"pilot"
"570","0.5",258,0,0,"ImmediateRec",2,-0.14617411768992,0.445716026086753,"pilot"
"571","0.5",259,1,0,"DelayedRec",2,-0.0761058884785428,0.751477707278156,"pilot"
"572","0.5",260,0,0,"DelayedRec",2,-0.108468307933884,0.727897058639853,"pilot"
"573","0.9",261,1,0,"DelayedRec",2,-0.596989408157907,0.888873161354259,"pilot"
"574","0.1",262,1,1,"DelayedRec",2,0.261657668757113,0.247497900759203,"pilot"
"575","0.1",263,1,1,"ImmediateRec",2,0.242941183805287,0.111164276186809,"pilot"
"576","0.9",264,1,0,"DelayedRec",2,-0.774436502973278,0.95007030409983,"pilot"
"577","0.9",265,0,0,"DelayedRec",2,-0.706557994332786,0.99905047525975,"pilot"
"578","0.9",266,1,1,"ImmediateRec",2,0.998961209580251,0.399239513954352,"pilot"
"579","0.5",267,1,0,"ImmediateRec",2,-0.134232783951809,0.854342302204137,"pilot"
"583","0.1",271,1,0,"ImmediateRec",2,-0.0724949129762905,0.82086481500088,"pilot"
"584","0.9",272,0,0,"ImmediateRec",2,-0.66301583923098,0.99999997237395,"pilot"
"585","0.1",273,1,1,"ImmediateRec",2,0.522174136935863,0.368693401951606,"pilot"
"587","0.9",275,1,0,"DelayedRec",2,-0.5498567844633,0.999983309355839,"pilot"
"589","0.1",277,0,1,"ImmediateRec",2,0.280959271295044,0.573273644995164,"pilot"
"591","0.9",279,0,0,"DelayedRec",2,-0.615590032692482,0.44915238785776,"pilot"
"592","0.5",280,0,1,"DelayedRec",2,0.871019336731582,0.970614170702038,"pilot"
"593","0.1",281,0,0,"ImmediateRec",2,-0.000720084807024804,0.808339241529351,"pilot"
"595","0.1",283,1,0,"DelayedRec",2,-0.000668576832812784,0.36306751056216,"pilot"
"596","0.1",284,1,1,"ImmediateRec",2,0.507286335996162,0.16307264382762,"pilot"
"600","0.9",288,1,0,"ImmediateRec",2,-0.512585466937408,0.977581204712358,"pilot"
"605","0.1",293,1,0,"ImmediateRec",2,-0.000331823986875979,0.561527600476196,"pilot"
"606","0.5",294,1,0,"DelayedRec",2,-0.246105273775444,0.0904742608633343,"pilot"
"607","0.5",295,1,0,"DelayedRec",2,-0.126010238177044,0.640765405323566,"pilot"
"610","0.9",298,1,0,"ImmediateRec",2,-0.649981061905005,0.999962838582406,"pilot"
"611","0.1",299,1,1,"DelayedRec",2,0.208792103905383,0.0233311892283111,"pilot"
"612","0.5",300,0,0,"DelayedRec",2,-0.11699667194824,0.988997876761408,"pilot"
"614","0.9",302,1,0,"ImmediateRec",2,-0.806142884583079,0.999999999954244,"pilot"
"615","0.9",303,0,0,"ImmediateRec",2,-0.452453248200363,0.999944677872482,"pilot"
"616","0.1",304,0,0,"DelayedRec",2,-0.0276240477823815,0.573700746425754,"pilot"
"621","0.1",309,0,1,"DelayedRec",2,0.566329372070336,0.115737171572326,"pilot"
"622","0.5",310,1,0,"ImmediateRec",2,-0.10743891762031,0.44421077020543,"pilot"
"623","0.9",311,0,0,"DelayedRec",2,-0.748479139278037,0.449152400245516,"pilot"
"624","0.5",312,1,0,"DelayedRec",2,-0.0618476364990223,0.856322549070326,"pilot"
"626","0.5",2,0,0,"DelayedRec",3,NA,0.692993841503765,"pilot"
"629","0.1",5,0,1,"ImmediateRec",3,0.176850848614817,0.207013776703567,"pilot"
"630","0.9",6,0,0,"ImmediateRec",3,-0.855571223908645,0.894859480578791,"pilot"
"632","0.9",8,0,0,"DelayedRec",3,-0.845472216224792,0.903456816083484,"pilot"
"634","0.9",10,0,0,"ImmediateRec",3,-0.354410849282391,0.891674520349025,"pilot"
"635","0.9",11,1,1,"ImmediateRec",3,0.994740298555831,0.777705701856463,"pilot"
"638","0.5",14,0,0,"DelayedRec",3,-0.097902422289143,0.70542115433127,"pilot"
"639","0.5",15,0,0,"DelayedRec",3,NA,0.662408855545826,"pilot"
"641","0.5",17,0,0,"DelayedRec",3,-0.079953967641947,0.697312602091451,"pilot"
"642","0.1",18,0,0,"DelayedRec",3,-0.187625476640597,0.419329397082933,"pilot"
"643","0.5",19,0,0,"DelayedRec",3,-0.079953967641947,0.734827310936444,"pilot"
"645","0.9",21,0,0,"ImmediateRec",3,-0.766127884959788,0.96222324975251,"pilot"
"646","0.9",22,0,0,"DelayedRec",3,-0.747217586792274,0.943724290097389,"pilot"
"647","0.5",23,0,0,"DelayedRec",3,-0.065296003839513,0.608186030044478,"pilot"
"648","0.1",24,0,1,"ImmediateRec",3,0.374326368118258,0.271804676273159,"pilot"
"650","0.5",26,0,0,"ImmediateRec",3,NA,0.640905819952591,"pilot"
"655","0.9",31,1,0,"ImmediateRec",3,-0.826621770763378,0.906668942519924,"pilot"
"656","0.5",32,1,0,"ImmediateRec",3,-0.079953967641947,0.60441926912741,"pilot"
"657","0.1",33,0,1,"DelayedRec",3,0.324922828604279,0.298688264255919,"pilot"
"658","0.5",34,0,0,"DelayedRec",3,-0.065296003839513,0.727755148205766,"pilot"
"663","0.5",39,0,1,"ImmediateRec",3,0.94667471492468,0.76514562306624,"pilot"
"664","0.9",40,0,0,"ImmediateRec",3,-0.783292774907744,0.932082211968306,"pilot"
"666","0.9",42,0,0,"ImmediateRec",3,-0.796112702582961,0.893337416673162,"pilot"
"667","0.5",43,0,0,"ImmediateRec",3,-0.0533252850753195,0.780582268061772,"pilot"
"668","0.9",44,0,0,"ImmediateRec",3,-0.639691681929812,0.861189455052498,"pilot"
"669","0.5",45,1,1,"DelayedRec",3,0.956450841381455,0.681423367778903,"pilot"
"671","0.5",47,0,0,"ImmediateRec",3,-0.218895326235394,0.72160936834031,"pilot"
"673","0.5",49,0,1,"ImmediateRec",3,0.94667471492468,0.707323917652953,"pilot"
"675","0.5",51,0,0,"ImmediateRec",3,-0.178765238097065,0.726382049028341,"pilot"
"676","0.5",52,0,0,"ImmediateRec",3,-0.0237202639508314,0.691401904993902,"pilot"
"678","0.5",54,1,0,"ImmediateRec",3,-0.119227445044042,0.68037884056513,"pilot"
"681","0.1",57,0,1,"ImmediateRec",3,0.634199938450005,0.12247167166058,"pilot"
"683","0.1",59,0,1,"DelayedRec",3,0.285702732408356,0.248661255826909,"pilot"
"686","0.1",62,1,0,"ImmediateRec",3,-0.0202210740821491,0.0931651522839707,"pilot"
"688","0.5",64,1,0,"DelayedRec",3,-0.0435491586185453,0.667349016069462,"pilot"
"690","0.5",66,0,0,"ImmediateRec",3,-0.015820225994342,0.75409986318062,"pilot"
"691","0.9",67,1,0,"ImmediateRec",3,-0.844384037736287,0.872202841052375,"pilot"
"694","0.9",70,0,0,"DelayedRec",3,-0.314290287875411,0.952578969855744,"pilot"
"695","0.5",71,1,1,"ImmediateRec",3,0.956450841381455,0.795163387672176,"pilot"
"699","0.1",75,0,1,"DelayedRec",3,0.212439468744608,0.238493371038573,"pilot"
"701","0.5",77,1,0,"DelayedRec",3,-0.0355652897814697,0.693530078955371,"pilot"
"702","0.1",78,0,0,"DelayedRec",3,-0.00734576676050179,0.158499536681957,"pilot"
"706","0.9",82,1,0,"DelayedRec",3,-0.323133294421653,0.991703701817419,"pilot"
"707","0.9",83,0,0,"DelayedRec",3,-0.826507066804593,0.874385507238215,"pilot"
"708","0.1",84,0,1,"DelayedRec",3,0.736106744224146,0.232975388182179,"pilot"
"709","0.1",85,0,1,"ImmediateRec",3,0.325016503882119,0.309238132136537,"pilot"
"710","0.5",86,0,0,"ImmediateRec",3,-0.079518724126956,0.645383842424627,"pilot"
"713","0.9",89,0,0,"DelayedRec",3,-0.861919702153213,0.861535942547403,"pilot"
"715","0.9",91,0,0,"DelayedRec",3,-0.672563470700221,0.943349228294077,"pilot"
"716","0.9",92,1,0,"ImmediateRec",3,-0.00145348246847846,0.931838344210349,"pilot"
"719","0.5",95,1,0,"ImmediateRec",3,-0.185285423969197,0.664519387808555,"pilot"
"720","0.9",96,0,0,"ImmediateRec",3,-0.758187234725608,0.985755554790099,"pilot"
"721","0.5",97,0,0,"DelayedRec",3,-0.0649405535339917,0.562894512162579,"pilot"
"723","0.5",99,0,0,"DelayedRec",3,-0.151317040438543,0.78688157828209,"pilot"
"731","0.5",107,0,0,"ImmediateRec",3,-0.178765238097065,0.688464464089851,"pilot"
"732","0.5",108,1,0,"ImmediateRec",3,-0.123576081898845,0.686306803828213,"pilot"
"733","0.5",109,1,0,"DelayedRec",3,-0.123576081898845,0.600468811241408,"pilot"
"734","0.1",110,0,1,"DelayedRec",3,0.169393254213251,0.190594799959382,"pilot"
"737","0.9",113,1,0,"ImmediateRec",3,-0.861661617256713,0.929219948671796,"pilot"
"740","0.1",116,1,1,"ImmediateRec",3,0.0787465425287566,0.118728648706147,"pilot"
"745","0.5",121,1,1,"ImmediateRec",3,0.899079125700503,0.722700682645006,"pilot"
"746","0.9",122,1,0,"ImmediateRec",3,-0.947480006897886,0.979024924736935,"pilot"
"747","0.1",123,1,1,"DelayedRec",3,0.226221537306068,0.206588263668393,"pilot"
"748","0.5",124,1,0,"DelayedRec",3,-0.053034999487267,0.739621188771451,"pilot"
"749","0.1",125,0,1,"DelayedRec",3,0.161391784395583,0.180997777108702,"pilot"
"751","0.9",127,0,0,"DelayedRec",3,-0.868196177321023,0.951830229377755,"pilot"
"752","0.1",128,0,1,"ImmediateRec",3,0.150878415703465,0.157153297442431,"pilot"
"753","0.1",129,0,1,"ImmediateRec",3,0.6059558320183,0.226809307245145,"pilot"
"754","0.1",130,1,0,"ImmediateRec",3,-8.80919553417567e-06,0.137066847484532,"pilot"
"755","0.5",131,0,0,"ImmediateRec",3,-0.0193716270960288,0.699434446169754,"pilot"
"757","0.1",133,0,1,"ImmediateRec",3,0.237626671232248,0.231565970811766,"pilot"
"759","0.5",135,0,0,"DelayedRec",3,-0.015820225994342,0.649893290141398,"pilot"
"761","0.5",137,0,0,"ImmediateRec",3,-0.01291990338609,0.677578396551701,"pilot"
"762","0.5",138,0,0,"DelayedRec",3,-0.0973694731978099,0.584595662186557,"pilot"
"765","0.5",141,1,1,"ImmediateRec",3,0.920481275873044,0.659879589677414,"pilot"
"767","0.5",143,1,0,"ImmediateRec",3,-0.248270589987916,0.852919700080786,"pilot"
"769","0.5",145,0,1,"DelayedRec",3,0.797244866325006,0.629789902987316,"pilot"
"771","0.9",147,0,0,"ImmediateRec",3,-0.669949254268741,0.917565724425301,"pilot"
"773","0.5",149,0,0,"ImmediateRec",3,-0.00703718575189162,0.799644422067762,"pilot"
"775","0.9",151,0,0,"ImmediateRec",3,-0.873689048649509,0.951073180694006,"pilot"
"777","0.5",153,0,0,"DelayedRec",3,-0.177241305685129,0.622193247332899,"pilot"
"778","0.1",154,1,0,"ImmediateRec",3,-0.000287595748007377,0.259063545028629,"pilot"
"780","0.5",156,0,0,"DelayedRec",3,-0.348914064081061,0.674813277020976,"pilot"
"782","0.1",158,0,1,"ImmediateRec",3,0.105701588944625,0.134001741955695,"pilot"
"786","0.5",162,0,0,"DelayedRec",3,-0.00574705823146429,0.606900444513775,"pilot"
"788","0.5",164,1,0,"ImmediateRec",3,-0.232708175499592,0.64115007499003,"pilot"
"789","0.5",165,0,0,"ImmediateRec",3,-0.00861692735867907,0.64325352290309,"pilot"
"790","0.5",166,1,0,"DelayedRec",3,-0.190045777202125,0.851803487479855,"pilot"
"793","0.9",169,0,0,"ImmediateRec",3,-0.481338253802812,0.867495164617306,"pilot"
"795","0.5",171,1,0,"DelayedRec",3,-0.00703718575189162,0.601121609528538,"pilot"
"797","0.5",173,1,0,"ImmediateRec",3,-0.00574705823146429,0.859216947570171,"pilot"
"800","0.9",176,0,0,"DelayedRec",3,-0.895928003201985,0.913952643882163,"pilot"
"801","0.5",177,1,0,"ImmediateRec",3,-0.155204677939745,0.615542215629125,"pilot"
"803","0.1",179,0,1,"ImmediateRec",3,0.0313589139317881,0.0589880447950584,"pilot"
"804","0.9",180,0,0,"DelayedRec",3,-0.974390116902482,0.981461683197444,"pilot"
"805","0.5",181,0,0,"ImmediateRec",3,-0.126750998675232,0.775787903367781,"pilot"
"806","0.5",182,0,0,"DelayedRec",3,-0.00574705823146429,0.697438372755555,"pilot"
"807","0.5",183,0,0,"DelayedRec",3,-0.00469344983638712,0.666077037969998,"pilot"
"809","0.9",185,0,0,"DelayedRec",3,-0.731677489714874,0.797136361029725,"pilot"
"810","0.1",186,1,1,"ImmediateRec",3,0.452839948582122,0.184266729448596,"pilot"
"811","0.9",187,0,0,"ImmediateRec",3,-0.59753902885293,0.695250877963037,"pilot"
"812","0.9",188,0,0,"ImmediateRec",3,-0.795755141250407,0.971297238509092,"pilot"
"816","0.9",192,0,0,"ImmediateRec",3,-0.809291560199189,0.898588319021231,"pilot"
"817","0.5",193,0,1,"DelayedRec",3,0.971113008233081,0.608295725410185,"pilot"
"818","0.5",194,0,0,"DelayedRec",3,-0.00383299950678761,0.781427380063907,"pilot"
"819","0.1",195,0,1,"DelayedRec",3,0.51200782308932,0.399527269558354,"pilot"
"820","0.1",196,0,0,"DelayedRec",3,-5.69056153518706e-05,0.160714793216836,"pilot"
"821","0.5",197,0,1,"ImmediateRec",3,0.896486266532469,0.727634330904934,"pilot"
"822","0.1",198,0,1,"ImmediateRec",3,0.41814141021766,0.348461942661605,"pilot"
"823","0.9",199,0,0,"ImmediateRec",3,-0.658516469760438,0.700576159115819,"pilot"
"827","0.1",203,1,1,"ImmediateRec",3,0.251755230406909,0.260675401996436,"pilot"
"828","0.5",204,0,0,"ImmediateRec",3,-0.00313029556748036,0.681549730527884,"pilot"
"829","0.9",205,1,0,"ImmediateRec",3,-0.794399065161056,0.997729425404853,"pilot"
"833","0.1",209,0,1,"ImmediateRec",3,0.286845642594478,0.28443035267204,"pilot"
"834","0.1",210,1,1,"ImmediateRec",3,0.339075891033982,0.288934940695222,"pilot"
"835","0.9",211,0,0,"DelayedRec",3,-0.526574723765704,0.986814608897332,"pilot"
"840","0.5",216,1,1,"ImmediateRec",3,0.997443581633017,0.724717676822517,"pilot"
"841","0.5",217,0,0,"DelayedRec",3,-0.267866593391371,0.717962257863542,"pilot"
"844","0.5",220,0,1,"DelayedRec",3,0.964929851586253,0.721964619049564,"pilot"
"848","0.1",224,0,1,"ImmediateRec",3,0.460165965811452,0.146506785925865,"pilot"
"849","0.1",225,0,0,"DelayedRec",3,-8.35617749505997e-08,0.191702087746834,"pilot"
"850","0.1",226,1,1,"ImmediateRec",3,0.334158477845828,0.167199805866544,"pilot"
"852","0.1",228,0,1,"DelayedRec",3,0.104203227692312,0.143555742879545,"pilot"
"854","0.5",230,1,0,"DelayedRec",3,-0.20692117496717,0.705423957608146,"pilot"
"856","0.1",232,1,1,"DelayedRec",3,0.222866939777921,0.127190191529171,"pilot"
"857","0.9",233,0,0,"DelayedRec",3,-0.81799126441594,0.972099048648437,"pilot"
"858","0.1",234,0,1,"DelayedRec",3,0.375803722524384,0.127781113147217,"pilot"
"859","0.1",235,0,0,"ImmediateRec",3,-9.19547927583326e-06,0.11144885046761,"pilot"
"860","0.5",236,1,0,"ImmediateRec",3,-0.00139242456931782,0.626196363040247,"pilot"
"863","0.5",239,1,1,"ImmediateRec",3,0.848574863018645,0.679112739695351,"pilot"
"865","0.9",241,0,0,"DelayedRec",3,-0.710562271869446,0.972708124008437,"pilot"
"866","0.5",242,1,1,"ImmediateRec",3,0.994075752899591,0.546159468398353,"pilot"
"869","0.9",245,0,1,"DelayedRec",3,0.999999954485749,0.867760999850378,"pilot"
"870","0.1",246,0,1,"DelayedRec",3,0.0567571944854441,0.095246132405583,"pilot"
"871","0.9",247,0,0,"DelayedRec",3,-0.778591928896373,0.884258936219837,"pilot"
"874","0.1",250,0,1,"DelayedRec",3,0.492296082121181,0.208512996109538,"pilot"
"878","0.1",254,0,1,"DelayedRec",3,0.0378542011769256,0.072454473019833,"pilot"
"880","0.5",256,0,0,"DelayedRec",3,-0.16898630841735,0.794620237501918,"pilot"
"881","0.5",257,1,0,"ImmediateRec",3,-0.306994397552446,0.730918299714445,"pilot"
"883","0.9",259,0,0,"DelayedRec",3,-0.702611790571148,0.958092504000589,"pilot"
"887","0.9",263,0,0,"DelayedRec",3,-0.670618512263899,0.989635082317982,"pilot"
"889","0.5",265,0,0,"DelayedRec",3,-0.138006042334983,0.693056351182811,"pilot"
"891","0.9",267,0,0,"DelayedRec",3,-0.547673995963882,0.928983873544106,"pilot"
"894","0.1",270,1,1,"ImmediateRec",3,0.0206183465317784,0.0480719767262413,"pilot"
"895","0.9",271,0,0,"DelayedRec",3,-0.983161615689512,0.983312511993047,"pilot"
"899","0.5",275,1,1,"DelayedRec",3,0.854098988352267,0.757586366296977,"pilot"
"900","0.5",276,0,0,"DelayedRec",3,-0.00208775009457222,0.707325777566567,"pilot"
"902","0.9",278,0,0,"ImmediateRec",3,-2.67177305344018e-09,0.891698826767037,"pilot"
"903","0.1",279,0,1,"DelayedRec",3,0.189582302960684,0.195816342393411,"pilot"
"905","0.1",281,0,1,"DelayedRec",3,0.154826172447883,0.170788199640855,"pilot"
"906","0.9",282,0,0,"DelayedRec",3,-0.631356088720575,0.909199994845137,"pilot"
"911","0.5",287,0,0,"DelayedRec",3,-0.00170500279362761,0.728338547539087,"pilot"
"912","0.9",288,0,0,"DelayedRec",3,-0.915669606636285,0.941726209450721,"pilot"
"914","0.9",290,1,0,"DelayedRec",3,-0.4936058382169,0.904228852081897,"pilot"
"915","0.5",291,0,0,"ImmediateRec",3,-0.250713103458006,0.718300148902217,"pilot"
"917","0.1",293,0,1,"DelayedRec",3,0.205964275651379,0.197676910415836,"pilot"
"921","0.9",297,1,0,"ImmediateRec",3,-0.403113061902726,0.862654115077331,"pilot"
"922","0.1",298,1,1,"DelayedRec",3,0.670789670430953,0.431937212847925,"pilot"
"924","0.9",300,1,0,"ImmediateRec",3,-0.720980791308736,0.871375823158402,"pilot"
"925","0.9",301,0,0,"DelayedRec",3,-0.831795162511994,0.864107213929029,"pilot"
"926","0.1",302,0,1,"ImmediateRec",3,0.447383056229268,0.328577994130892,"pilot"
"927","0.1",303,0,1,"DelayedRec",3,0.365364304221888,0.286581004288572,"pilot"
"928","0.5",304,1,1,"ImmediateRec",3,0.998607575430682,0.69912013803241,"pilot"
"929","0.5",305,0,0,"DelayedRec",3,-0.204749861061573,0.683829601710454,"pilot"
"931","0.5",307,1,0,"ImmediateRec",3,-0.184467187776189,0.681867164184997,"pilot"
"933","0.5",309,1,0,"DelayedRec",3,-0.0501338452356326,0.659640493035042,"pilot"
"934","0.1",310,0,1,"DelayedRec",3,0.335811947812067,0.215752840452737,"pilot"
"935","0.1",311,1,1,"ImmediateRec",3,0.261904321847601,0.242632215237214,"pilot"
"938","0.5",2,0,0,"DelayedRec",4,-0.24864060624078,0.709761785298789,"pilot"
"941","0.1",5,1,1,"ImmediateRec",4,0.218528847833534,0.172806527331502,"pilot"
"942","0.9",6,0,0,"ImmediateRec",4,-0.819280485473578,0.906383439267885,"pilot"
"944","0.9",8,1,0,"DelayedRec",4,-0.610850197990567,0.924467947520029,"pilot"
"946","0.9",10,1,0,"ImmediateRec",4,-0.722257852502567,0.893870633876767,"pilot"
"947","0.9",11,0,1,"ImmediateRec",4,0.995822386374486,0.737900028735013,"pilot"
"950","0.5",14,0,1,"DelayedRec",4,0.827519476125687,0.730510055250064,"pilot"
"951","0.5",15,0,0,"DelayedRec",4,-0.105558106552178,0.654181518670424,"pilot"
"953","0.5",17,0,1,"DelayedRec",4,0.91270530202507,0.702850905030526,"pilot"
"954","0.1",18,0,1,"DelayedRec",4,0.506047915186498,0.480829238331608,"pilot"
"955","0.5",19,0,0,"DelayedRec",4,-0.0872946979749303,0.765860950557072,"pilot"
"957","0.9",21,0,0,"ImmediateRec",4,-0.75132077342558,0.981269161844659,"pilot"
"958","0.9",22,0,0,"DelayedRec",4,-0.417760399226824,0.965779752665896,"pilot"
"959","0.5",23,1,0,"DelayedRec",4,-0.250968917697417,0.580211143942733,"pilot"
"960","0.1",24,0,1,"ImmediateRec",4,0.378670931672525,0.286528365876822,"pilot"
"962","0.5",26,0,0,"ImmediateRec",4,-0.0721911802270488,0.632226628781944,"pilot"
"967","0.9",31,0,0,"ImmediateRec",4,-0.575542022245918,0.925045960249882,"pilot"
"968","0.5",32,1,0,"ImmediateRec",4,-0.0872946979749303,0.585916151530261,"pilot"
"969","0.1",33,0,1,"DelayedRec",4,0.524036867987934,0.3141259111381,"pilot"
"970","0.5",34,0,0,"DelayedRec",4,-0.11795941582669,0.743028018174827,"pilot"
"975","0.5",39,1,0,"ImmediateRec",4,-0.0597008366312342,0.793322591274221,"pilot"
"976","0.9",40,1,0,"ImmediateRec",4,-0.641611229888487,0.947034192615734,"pilot"
"978","0.9",42,0,0,"ImmediateRec",4,-0.612816283457833,0.89314093743813,"pilot"
"979","0.5",43,0,0,"ImmediateRec",4,NA,0.814630209824864,"pilot"
"980","0.9",44,1,0,"ImmediateRec",4,-0.00160297888188644,0.867030929570809,"pilot"
"981","0.5",45,0,1,"DelayedRec",4,0.950628457891122,0.680839119892643,"pilot"
"983","0.5",47,1,1,"ImmediateRec",4,0.903826940474524,0.729633750067961,"pilot"
"985","0.5",49,0,0,"ImmediateRec",4,-0.202783336319837,0.729487086285095,"pilot"
"987","0.5",51,0,0,"ImmediateRec",4,-0.252551013205901,0.760221525465296,"pilot"
"988","0.5",52,0,1,"ImmediateRec",4,0.853750067429849,0.701544222680467,"pilot"
"990","0.5",54,1,0,"ImmediateRec",4,-0.172719616772008,0.692555951602984,"pilot"
"993","0.1",57,1,0,"ImmediateRec",4,-0.0319259083314644,0.0856044982537905,"pilot"
"995","0.1",59,0,1,"DelayedRec",4,0.407877410992337,0.253888006767454,"pilot"
"998","0.1",62,0,1,"ImmediateRec",4,0.205693503677363,0.0583367594954787,"pilot"
"1000","0.5",64,1,0,"DelayedRec",4,-0.0493715421088776,0.654896514900038,"pilot"
"1002","0.5",66,1,0,"ImmediateRec",4,-0.0312037320542123,0.776281662355572,"pilot"
"1003","0.9",67,0,0,"ImmediateRec",4,-0.769315465438103,0.878001250978291,"pilot"
"1006","0.9",70,0,0,"DelayedRec",4,-0.883665265887672,0.973323051935294,"pilot"
"1007","0.5",71,0,1,"ImmediateRec",4,0.828362378213691,0.829385528444762,"pilot"
"1011","0.1",75,0,1,"DelayedRec",4,0.26248495428135,0.215672276554851,"pilot"
"1013","0.5",77,0,0,"DelayedRec",4,-0.138683506719319,0.684666865738166,"pilot"
"1014","0.1",78,0,1,"DelayedRec",4,0.395661398695639,0.166406963580972,"pilot"
"1018","0.9",82,1,0,"DelayedRec",4,-0.729407202581792,0.997151323526789,"pilot"
"1019","0.9",83,1,0,"DelayedRec",4,-0.782929558369565,0.891025570674048,"pilot"
"1020","0.1",84,0,0,"DelayedRec",4,NA,0.268102855376851,"pilot"
"1021","0.1",85,0,0,"ImmediateRec",4,-0.000199925722969943,0.321462852348406,"pilot"
"1022","0.5",86,1,0,"ImmediateRec",4,-0.201041754353791,0.646444002008624,"pilot"
"1025","0.9",89,1,0,"DelayedRec",4,-0.71152192842616,0.872197200662744,"pilot"
"1027","0.9",91,1,0,"DelayedRec",4,-0.716558194955467,0.957619116399947,"pilot"
"1028","0.9",92,0,0,"ImmediateRec",4,-0.592581027201156,0.932205207734515,"pilot"
"1031","0.5",95,1,0,"ImmediateRec",4,-0.0408293971701797,0.674196797092185,"pilot"
"1032","0.9",96,0,0,"ImmediateRec",4,-0.659627371331636,0.994561714354739,"pilot"
"1033","0.5",97,1,1,"DelayedRec",4,0.97865977026247,0.533646625786236,"pilot"
"1035","0.5",99,0,1,"DelayedRec",4,0.96623480648824,0.823664404426909,"pilot"
"1043","0.5",107,1,1,"ImmediateRec",4,0.885311178567011,0.706889928857284,"pilot"
"1044","0.5",108,1,1,"ImmediateRec",4,0.799059194601628,0.679944015006555,"pilot"
"1045","0.5",109,0,1,"DelayedRec",4,0.732136777279492,0.583545402486276,"pilot"
"1046","0.1",110,0,1,"DelayedRec",4,0.21257821794449,0.171728517053342,"pilot"
