"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs","setup"
"8130","0.1",18,1,0,"DelayedRec",29,-0.00999552865181508,0.39169846516747,"pilot"
"8131","0.5",19,1,0,"DelayedRec",29,-0.119002857513969,0.695872894303842,"pilot"
"8133","0.9",21,1,0,"ImmediateRec",29,-0.817013233843362,0.892861353789861,"pilot"
"8134","0.9",22,1,0,"DelayedRec",29,-0.702456932902578,0.872263063127896,"pilot"
"8135","0.5",23,1,1,"DelayedRec",29,0.704979207494025,0.643726220616069,"pilot"
"8136","0.1",24,1,1,"ImmediateRec",29,0.293764435236727,0.31498756934531,"pilot"
"8138","0.5",26,1,0,"ImmediateRec",29,-0.102867428339519,0.653106428191504,"pilot"
"8143","0.9",31,1,0,"ImmediateRec",29,-0.780699099942072,0.857889845317348,"pilot"
"8144","0.5",32,0,0,"ImmediateRec",29,-0.285752944400579,0.63404358603246,"pilot"
"8145","0.1",33,0,1,"DelayedRec",29,0.325154787072305,0.328483439930484,"pilot"
"8146","0.5",34,1,0,"DelayedRec",29,-0.22007174965034,0.702432981741939,"pilot"
"8151","0.5",39,1,0,"ImmediateRec",29,-0.0889197791905465,0.721092658668638,"pilot"
"8152","0.9",40,1,0,"ImmediateRec",29,-0.757042036861807,0.883672837013315,"pilot"
"8154","0.9",42,1,0,"ImmediateRec",29,-0.810259214098572,0.866060728805099,"pilot"
"8155","0.5",43,1,0,"ImmediateRec",29,-0.190232532307484,0.726424687059447,"pilot"
"8156","0.9",44,0,0,"ImmediateRec",29,-0.654395777578237,0.838925685539022,"pilot"
"8157","0.5",45,1,0,"DelayedRec",29,-0.184566209318433,0.680204103367732,"pilot"
"8159","0.5",47,1,1,"ImmediateRec",29,0.840458862017393,0.701337494688742,"pilot"
"8161","0.5",49,1,0,"ImmediateRec",29,-0.390607926374958,0.680393286321764,"pilot"
"8163","0.5",51,1,0,"ImmediateRec",29,-0.273497766633546,0.685812706027484,"pilot"
"8164","0.5",52,1,0,"ImmediateRec",29,-0.106210330568295,0.681480680656309,"pilot"
"8166","0.5",54,1,0,"ImmediateRec",29,-0.204359471076632,0.665563927278192,"pilot"
"8169","0.1",57,1,1,"ImmediateRec",29,0.333295737079827,0.221328944711539,"pilot"
"8171","0.1",59,0,1,"DelayedRec",29,0.258979982318081,0.287064552142641,"pilot"
"8174","0.1",62,1,1,"ImmediateRec",29,0.24904093872544,0.194960347226419,"pilot"
"8176","0.5",64,1,0,"DelayedRec",29,-0.0768632720670236,0.676776254044688,"pilot"
"8178","0.5",66,1,0,"ImmediateRec",29,-0.0793611123226947,0.717453807622968,"pilot"
"8179","0.9",67,1,0,"ImmediateRec",29,-0.0020124782240137,0.854775182027606,"pilot"
"8182","0.9",70,1,0,"DelayedRec",29,-0.839145867343282,0.897047798729272,"pilot"
"8183","0.5",71,1,0,"ImmediateRec",29,-0.337645949976519,0.738233549568639,"pilot"
"8187","0.1",75,1,1,"DelayedRec",29,0.242496022569576,0.290204410072488,"pilot"
"8189","0.5",77,1,0,"DelayedRec",29,-0.0664414896958876,0.692863712147104,"pilot"
"8190","0.1",78,0,1,"DelayedRec",29,0.237395670128166,0.199656801170992,"pilot"
"8194","0.9",82,1,0,"DelayedRec",29,-0.822616271494905,0.955517498264916,"pilot"
"8195","0.9",83,1,0,"DelayedRec",29,-0.790383670229378,0.845154114759128,"pilot"
"8196","0.1",84,1,1,"DelayedRec",29,0.288921105537387,0.226518961148799,"pilot"
"8197","0.1",85,0,1,"ImmediateRec",29,0.316783333975798,0.31708745102896,"pilot"
"8198","0.5",86,1,1,"ImmediateRec",29,0.931399348676639,0.647727539267496,"pilot"
"8201","0.9",89,1,0,"DelayedRec",29,-0.843569286915057,0.846556677550939,"pilot"
"8203","0.9",91,1,0,"DelayedRec",29,-0.838690019235602,0.90482658742194,"pilot"
"8204","0.9",92,1,0,"ImmediateRec",29,-0.724973225476215,0.924841996688095,"pilot"
"8207","0.5",95,1,0,"ImmediateRec",29,-0.0664414896958876,0.659078301308767,"pilot"
"8208","0.9",96,1,0,"ImmediateRec",29,-0.630320954399004,0.941617607279436,"pilot"
"8209","0.5",97,1,1,"DelayedRec",29,0.805112228033875,0.607919956467732,"pilot"
"8211","0.5",99,1,0,"DelayedRec",29,-0.0574327820595431,0.72849422728069,"pilot"
"8219","0.5",107,1,0,"ImmediateRec",29,-0.0574327820595431,0.672752149534512,"pilot"
"8220","0.5",108,1,0,"ImmediateRec",29,-0.0496455523528567,0.683722942267208,"pilot"
"8221","0.5",109,0,0,"DelayedRec",29,-0.0496455523528567,0.631406621866197,"pilot"
"8222","0.1",110,0,1,"DelayedRec",29,0.254114937456663,0.231143615904621,"pilot"
"8225","0.9",113,1,0,"ImmediateRec",29,-0.780340147582117,0.915341733798448,"pilot"
"8228","0.1",116,1,1,"ImmediateRec",29,0.114236733199763,0.203402984991859,"pilot"
"8233","0.5",121,0,0,"ImmediateRec",29,-0.0429141821105757,0.69839628460909,"pilot"
"8234","0.9",122,1,0,"ImmediateRec",29,-0.9146415027019,0.93815088274943,"pilot"
"8235","0.1",123,0,1,"DelayedRec",29,0.209373445301564,0.229616032410998,"pilot"
"8236","0.5",124,1,0,"DelayedRec",29,-0.30405180049711,0.712276016414175,"pilot"
"8237","0.1",125,1,1,"DelayedRec",29,0.210216046192189,0.219134749894116,"pilot"
"8239","0.9",127,1,0,"DelayedRec",29,-0.818286850255224,0.904016244601756,"pilot"
"8240","0.1",128,1,1,"ImmediateRec",29,0.156445323360354,0.20226013125371,"pilot"
"8241","0.1",129,1,1,"ImmediateRec",29,0.241128419738853,0.226488643447716,"pilot"
"8242","0.1",130,1,0,"ImmediateRec",29,-0.000169036140555882,0.189829770594537,"pilot"
"8243","0.5",131,1,0,"ImmediateRec",29,-0.188513959873524,0.691946720876458,"pilot"
"8245","0.1",133,1,1,"ImmediateRec",29,0.252981675643909,0.238844907832461,"pilot"
"8247","0.5",135,1,0,"DelayedRec",29,-0.0370955088409583,0.663723132939902,"pilot"
"8249","0.5",137,1,0,"ImmediateRec",29,-0.0320657812520793,0.676648328610418,"pilot"
"8250","0.5",138,0,1,"DelayedRec",29,0.837046381377754,0.617639652967217,"pilot"
"8253","0.5",141,1,0,"ImmediateRec",29,NA,0.670967150369535,"pilot"
"8255","0.5",143,0,0,"ImmediateRec",29,-0.238964420932712,0.768157705815297,"pilot"
"8257","0.5",145,0,0,"DelayedRec",29,-0.206563573005842,0.652487035371374,"pilot"
"8259","0.9",147,0,0,"ImmediateRec",29,-0.844256518568864,0.909783503459567,"pilot"
"8261","0.5",149,0,0,"ImmediateRec",29,-0.0986273204638806,0.737543994750995,"pilot"
"8263","0.9",151,1,0,"ImmediateRec",29,-0.859032610829355,0.928051856396843,"pilot"
"8265","0.5",153,1,1,"DelayedRec",29,0.972281972685305,0.646106052733806,"pilot"
"8266","0.1",154,1,1,"ImmediateRec",29,0.270215028963817,0.237194042597913,"pilot"
"8268","0.5",156,1,1,"DelayedRec",29,0.821444089767009,0.652511096953912,"pilot"
"8270","0.1",158,1,1,"ImmediateRec",29,0.141244334351973,0.185324202214785,"pilot"
"8274","0.5",162,0,0,"DelayedRec",29,-0.28993435280232,0.636208596771662,"pilot"
"8276","0.5",164,1,0,"ImmediateRec",29,-0.0154754857546465,0.6362297917152,"pilot"
"8277","0.5",165,1,0,"ImmediateRec",29,-0.159548365136761,0.657491371717627,"pilot"
"8278","0.5",166,1,0,"DelayedRec",29,-0.216641004842342,0.783478996863979,"pilot"
"8281","0.9",169,1,0,"ImmediateRec",29,-0.825469642311685,0.879190939182025,"pilot"
"8283","0.5",171,1,0,"DelayedRec",29,-0.0207111066062504,0.63058782903933,"pilot"
"8285","0.5",173,1,0,"ImmediateRec",29,-0.119215670064966,0.77036208877986,"pilot"
"8288","0.9",176,0,0,"DelayedRec",29,-0.875753961588127,0.906069848154545,"pilot"
"8289","0.5",177,0,1,"ImmediateRec",29,0.812733042663239,0.621888201975207,"pilot"
"8291","0.1",179,1,1,"ImmediateRec",29,0.0589242404939071,0.12666492440075,"pilot"
"8292","0.9",180,0,0,"DelayedRec",29,-0.949065213952899,0.952063230227737,"pilot"
"8293","0.5",181,1,0,"ImmediateRec",29,-0.297464281347137,0.751594491417084,"pilot"
"8294","0.5",182,0,0,"DelayedRec",29,-0.22718966189125,0.692216535503668,"pilot"
"8295","0.5",183,0,0,"DelayedRec",29,-0.103051385937654,0.662703452457376,"pilot"
"8297","0.9",185,1,0,"DelayedRec",29,-0.757011720295392,0.85038524573117,"pilot"
"8298","0.1",186,0,1,"ImmediateRec",29,0.185019417122141,0.202961938825685,"pilot"
"8299","0.9",187,1,0,"ImmediateRec",29,-0.654369571592193,0.798122868375062,"pilot"
"8300","0.9",188,1,0,"ImmediateRec",29,-0.820382803617726,0.933559034090891,"pilot"
"8304","0.9",192,1,0,"ImmediateRec",29,-0.812140507036573,0.897638815196924,"pilot"
"8305","0.5",193,1,0,"DelayedRec",29,-0.196385336892725,0.649674779314653,"pilot"
"8306","0.5",194,1,0,"DelayedRec",29,-0.0890787942380752,0.74004030017495,"pilot"
"8307","0.1",195,0,1,"DelayedRec",29,0.434355473309365,0.288385913699277,"pilot"
"8308","0.1",196,1,1,"DelayedRec",29,0.159932895981069,0.190488446971161,"pilot"
"8309","0.5",197,1,1,"ImmediateRec",29,0.991359750943917,0.687389337696555,"pilot"
"8310","0.1",198,1,1,"ImmediateRec",29,0.375461828883264,0.270662495376116,"pilot"
"8311","0.9",199,1,0,"ImmediateRec",29,-0.675446509573601,0.778967305937185,"pilot"
"8315","0.1",203,1,1,"ImmediateRec",29,0.268780098472101,0.247913691158803,"pilot"
"8316","0.5",204,1,0,"ImmediateRec",29,-0.0115633927194403,0.694559424747465,"pilot"
"8317","0.9",205,1,0,"ImmediateRec",29,-0.767663415011506,0.976069043885895,"pilot"
"8321","0.1",209,1,1,"ImmediateRec",29,0.290807865516786,0.262637235227311,"pilot"
"8322","0.1",210,1,1,"ImmediateRec",29,0.297976475906057,0.235150474566053,"pilot"
"8323","0.9",211,1,0,"DelayedRec",29,-0.896700247766598,0.954816996755249,"pilot"
"8328","0.5",216,1,0,"ImmediateRec",29,-0.00999552865181508,0.683296110697345,"pilot"
"8329","0.5",217,1,0,"DelayedRec",29,-0.222267420858841,0.723508629167251,"pilot"
"8332","0.5",220,0,0,"DelayedRec",29,-0.0575354889786565,0.687476936356018,"pilot"
"8336","0.1",224,1,1,"ImmediateRec",29,0.145250056644315,0.173001568159876,"pilot"
"8337","0.1",225,1,1,"DelayedRec",29,0.309665640438823,0.194405243280967,"pilot"
"8338","0.1",226,1,1,"ImmediateRec",29,0.267678514134107,0.182457622793243,"pilot"
"8340","0.1",228,0,1,"DelayedRec",29,0.14034877069625,0.191261029351258,"pilot"
"8342","0.5",230,1,0,"DelayedRec",29,-0.0133771865242689,0.666788624097074,"pilot"
"8344","0.1",232,1,1,"DelayedRec",29,0.200011284334617,0.160720060994458,"pilot"
"8345","0.9",233,1,0,"DelayedRec",29,-0.82710796288256,0.950273720296902,"pilot"
"8346","0.1",234,1,1,"DelayedRec",29,0.125555806854608,0.162369359659367,"pilot"
"8347","0.1",235,1,1,"ImmediateRec",29,0.108531872545252,0.152390577938747,"pilot"
"8348","0.5",236,1,0,"ImmediateRec",29,-0.12366037668855,0.679043745530391,"pilot"
"8351","0.5",239,1,1,"ImmediateRec",29,0.95026566661396,0.663347153055408,"pilot"
"8353","0.9",241,1,0,"DelayedRec",29,-0.929899877854529,0.936626196087569,"pilot"
"8354","0.5",242,1,1,"ImmediateRec",29,0.994419312041759,0.637311553387639,"pilot"
"8357","0.9",245,1,0,"DelayedRec",29,-0.830416370220272,0.886496102122808,"pilot"
"8358","0.1",246,1,1,"DelayedRec",29,0.0906504765655048,0.158120654486517,"pilot"
"8359","0.9",247,1,0,"DelayedRec",29,-0.787017258743325,0.904754521284535,"pilot"
"8362","0.1",250,0,1,"DelayedRec",29,0.210845859684085,0.193567972428373,"pilot"
"8366","0.1",254,1,1,"DelayedRec",29,0.0677346790498398,0.139282540485329,"pilot"
"8368","0.5",256,1,0,"DelayedRec",29,-0.146740516636018,0.742784121944604,"pilot"
"8369","0.5",257,1,0,"ImmediateRec",29,-0.178579511400028,0.71219457720511,"pilot"
"8371","0.9",259,0,0,"DelayedRec",29,-0.723653463791375,0.926412301345773,"pilot"
"8375","0.9",263,1,0,"DelayedRec",29,-0.912039430111158,0.968876418417354,"pilot"
"8377","0.5",265,1,0,"DelayedRec",29,-0.126844177483619,0.697134618651756,"pilot"
"8379","0.9",267,1,0,"DelayedRec",29,-0.788377293450815,0.905079881610404,"pilot"
"8382","0.1",270,1,1,"ImmediateRec",29,0.0437494457943518,0.115148635008328,"pilot"
"8383","0.9",271,1,0,"DelayedRec",29,-0.962182479697045,0.967591180486148,"pilot"
"8387","0.5",275,0,0,"DelayedRec",29,-0.140412596320367,0.706631173427405,"pilot"
"8388","0.5",276,1,1,"DelayedRec",29,0.890354445177505,0.670389741902492,"pilot"
"8390","0.9",278,1,0,"ImmediateRec",29,-0.874261124580873,0.919071332965701,"pilot"
"8391","0.1",279,0,1,"DelayedRec",29,0.209071097476828,0.204412245764474,"pilot"
"8393","0.1",281,1,1,"DelayedRec",29,0.180723443006718,0.191849621967812,"pilot"
"8394","0.9",282,0,0,"DelayedRec",29,-0.76200133858762,0.925042229965163,"pilot"
"8399","0.5",287,1,0,"DelayedRec",29,-0.0355664635277204,0.697195852497761,"pilot"
"8400","0.9",288,1,0,"DelayedRec",29,-0.883271751125102,0.920001190939835,"pilot"
"8402","0.9",290,1,0,"DelayedRec",29,-0.744965258639378,0.89036902001183,"pilot"
"8403","0.5",291,0,0,"ImmediateRec",29,-0.154366167969474,0.687493327958164,"pilot"
"8405","0.1",293,1,1,"DelayedRec",29,0.20442449679305,0.197391469240905,"pilot"
"8409","0.9",297,1,0,"ImmediateRec",29,-0.643956472637831,0.891030468616107,"pilot"
"8410","0.1",298,1,1,"DelayedRec",29,0.443356674901138,0.318002636710595,"pilot"
"8412","0.9",300,1,0,"ImmediateRec",29,-0.863614694606824,0.893379238720152,"pilot"
"8413","0.9",301,1,0,"DelayedRec",29,-0.823293131660868,0.87972740430656,"pilot"
"8414","0.1",302,1,1,"ImmediateRec",29,0.331279252098937,0.280116568363064,"pilot"
"8415","0.1",303,1,1,"DelayedRec",29,0.286361566751932,0.26290136164002,"pilot"
"8416","0.5",304,1,0,"ImmediateRec",29,-0.1991322575614,0.695477594541925,"pilot"
"8417","0.5",305,1,0,"DelayedRec",29,-0.133435877535816,0.688802725854564,"pilot"
"8419","0.5",307,1,1,"ImmediateRec",29,0.994419312041759,0.675590913090041,"pilot"
"8421","0.5",309,1,0,"DelayedRec",29,-0.148793035242841,0.674077364249284,"pilot"
"8422","0.1",310,1,1,"DelayedRec",29,0.219112388845862,0.191724387228672,"pilot"
"8423","0.1",311,1,1,"ImmediateRec",29,0.249240946669369,0.220869150935034,"pilot"
"8426","0.5",2,0,0,"DelayedRec",30,-0.349478606762215,0.671938162291773,"pilot"
"8429","0.1",5,1,1,"ImmediateRec",30,0.383357675376428,0.415065250615637,"pilot"
"8430","0.9",6,1,0,"ImmediateRec",30,-0.656415430138008,0.800897746171986,"pilot"
"8432","0.9",8,0,0,"DelayedRec",30,-0.579165062881338,0.800029593109071,"pilot"
"8434","0.9",10,1,0,"ImmediateRec",30,-0.44961578936846,0.807979427059782,"pilot"
"8435","0.9",11,1,1,"ImmediateRec",30,0.964109571311642,0.777488831249442,"pilot"
"8438","0.5",14,1,0,"DelayedRec",30,-0.347360968557583,0.673256780075448,"pilot"
"8439","0.5",15,1,0,"DelayedRec",30,-0.171037316102969,0.66914376298391,"pilot"
"8441","0.5",17,1,0,"DelayedRec",30,-0.207065060697749,0.680454335193951,"pilot"
"8442","0.1",18,0,0,"DelayedRec",30,-0.135916159670798,0.43814989159408,"pilot"
"8443","0.5",19,1,0,"DelayedRec",30,-0.153292307571212,0.684412139989855,"pilot"
"8445","0.9",21,0,0,"ImmediateRec",30,-0.65967301079438,0.838425119609678,"pilot"
"8446","0.9",22,1,0,"DelayedRec",30,-0.568972506478454,0.819913837051649,"pilot"
"8447","0.5",23,0,0,"DelayedRec",30,-0.279022994173737,0.654776134231221,"pilot"
"8448","0.1",24,1,1,"ImmediateRec",30,0.408767628192664,0.385954144268113,"pilot"
"8450","0.5",26,1,0,"ImmediateRec",30,-0.137388331949504,0.658584583954104,"pilot"
"8455","0.9",31,1,0,"ImmediateRec",30,-0.600459150134513,0.817276302398081,"pilot"
"8456","0.5",32,0,0,"ImmediateRec",30,-0.313220432230707,0.646581334840688,"pilot"
"8457","0.1",33,0,1,"DelayedRec",30,0.461838089934982,0.390945995947189,"pilot"
"8458","0.5",34,1,1,"DelayedRec",30,0.719275980650962,0.691338082073928,"pilot"
"8463","0.5",39,1,0,"ImmediateRec",30,-0.176907136416439,0.703079967972367,"pilot"
"8464","0.9",40,1,0,"ImmediateRec",30,-0.629021512658016,0.838788775290962,"pilot"
"8466","0.9",42,0,0,"ImmediateRec",30,-0.705717144344819,0.827844437099333,"pilot"
"8467","0.5",43,1,1,"ImmediateRec",30,0.828671751189772,0.705385428792943,"pilot"
"8468","0.9",44,1,0,"ImmediateRec",30,-0.563760946349459,0.809711777508816,"pilot"
"8469","0.5",45,1,1,"DelayedRec",30,0.681518737434826,0.677881603862786,"pilot"
"8471","0.5",47,1,0,"ImmediateRec",30,-0.389188381256471,0.690888749840695,"pilot"
"8473","0.5",49,1,0,"ImmediateRec",30,-0.123134383289902,0.673926752969344,"pilot"
"8475","0.5",51,1,0,"ImmediateRec",30,-0.348810343859653,0.676064334984505,"pilot"
"8476","0.5",52,1,1,"ImmediateRec",30,0.687378498837273,0.678047507632616,"pilot"
"8478","0.5",54,1,1,"ImmediateRec",30,0.903813694025058,0.663738872000629,"pilot"
"8481","0.1",57,1,1,"ImmediateRec",30,0.55473351543962,0.309932710597372,"pilot"
"8483","0.1",59,0,1,"DelayedRec",30,0.329372604558379,0.354736187726817,"pilot"
"8486","0.1",62,1,0,"ImmediateRec",30,-0.00713749882700973,0.286982309948403,"pilot"
"8488","0.5",64,1,1,"DelayedRec",30,0.889640727614648,0.676547946973018,"pilot"
"8490","0.5",66,1,0,"ImmediateRec",30,-0.34410340116991,0.701349099630789,"pilot"
"8491","0.9",67,1,0,"ImmediateRec",30,-0.762875766183865,0.825611673941202,"pilot"
"8494","0.9",70,1,0,"DelayedRec",30,-0.521171663889467,0.853020110096127,"pilot"
"8495","0.5",71,1,1,"ImmediateRec",30,0.775870525692724,0.71428479371588,"pilot"
"8499","0.1",75,1,1,"DelayedRec",30,0.319216416595059,0.350876301141492,"pilot"
"8501","0.5",77,1,0,"DelayedRec",30,-0.0989095707959183,0.687329937924667,"pilot"
"8502","0.1",78,0,1,"DelayedRec",30,0.581360914725681,0.273081541691596,"pilot"
"8506","0.9",82,1,0,"DelayedRec",30,-0.533012981291673,0.908769753265576,"pilot"
"8507","0.9",83,1,0,"DelayedRec",30,-0.713902075702529,0.817797109351189,"pilot"
"8508","0.1",84,0,0,"DelayedRec",30,-0.0169602161671018,0.281054665566606,"pilot"
"8509","0.1",85,1,1,"ImmediateRec",30,0.360164792936558,0.362630889755148,"pilot"
"8510","0.5",86,1,1,"ImmediateRec",30,0.829751469331644,0.652326104914899,"pilot"
"8513","0.9",89,0,0,"DelayedRec",30,-0.795930159705701,0.823769579302756,"pilot"
"8515","0.9",91,1,0,"DelayedRec",30,-0.504972080535226,0.868290658797288,"pilot"
"8516","0.9",92,1,0,"ImmediateRec",30,-0.452581560843007,0.896438753790413,"pilot"
"8519","0.5",95,1,0,"ImmediateRec",30,-0.20265891003996,0.660853709894059,"pilot"
"8520","0.9",96,1,0,"ImmediateRec",30,-0.743092375499569,0.89374981853926,"pilot"
"8521","0.5",97,0,1,"DelayedRec",30,0.743665302651713,0.627709374667358,"pilot"
"8523","0.5",99,0,0,"DelayedRec",30,-0.181633182031397,0.706200847330451,"pilot"
"8531","0.5",107,1,1,"ImmediateRec",30,0.91135223181907,0.670386717232841,"pilot"
"8532","0.5",108,1,0,"ImmediateRec",30,-0.162788859410846,0.679551054185062,"pilot"
"8533","0.5",109,0,1,"DelayedRec",30,0.816800039949259,0.645088436426176,"pilot"
"8534","0.1",110,1,1,"DelayedRec",30,0.215510423706481,0.286242210435462,"pilot"
"8537","0.9",113,1,0,"ImmediateRec",30,-0.80684864035327,0.884514500773698,"pilot"
"8540","0.1",116,1,1,"ImmediateRec",30,0.167304521864099,0.277026802333338,"pilot"
"8545","0.5",121,0,1,"ImmediateRec",30,0.85410037718932,0.689053523284718,"pilot"
"8546","0.9",122,0,0,"ImmediateRec",30,-0.865610091936429,0.895779314953932,"pilot"
"8547","0.1",123,1,1,"DelayedRec",30,0.22419638314495,0.284569924079113,"pilot"
"8548","0.5",124,1,0,"DelayedRec",30,-0.333489481117123,0.698957232428204,"pilot"
"8549","0.1",125,1,1,"DelayedRec",30,0.199319979944497,0.269781990547329,"pilot"
"8551","0.9",127,0,1,"DelayedRec",30,0.99833367395521,0.86933449426494,"pilot"
"8552","0.1",128,1,1,"ImmediateRec",30,0.180089163062246,0.263497628232462,"pilot"
"8553","0.1",129,1,1,"ImmediateRec",30,0.427905519145189,0.264787556708368,"pilot"
"8554","0.1",130,1,1,"ImmediateRec",30,0.161405031389526,0.253554058618746,"pilot"
"8555","0.5",131,1,0,"ImmediateRec",30,-0.267942424489984,0.686466048194583,"pilot"
"8557","0.1",133,0,1,"ImmediateRec",30,0.236481250706593,0.276690669733881,"pilot"
"8559","0.5",135,1,1,"DelayedRec",30,0.936180077460912,0.666967400955796,"pilot"
"8561","0.5",137,1,0,"ImmediateRec",30,-0.160947986989094,0.675766215792657,"pilot"
"8562","0.5",138,0,0,"DelayedRec",30,-0.196555070331213,0.635056727080001,"pilot"
"8565","0.5",141,1,0,"ImmediateRec",30,-0.215228837764403,0.673370342259754,"pilot"
"8567","0.5",143,1,0,"ImmediateRec",30,-0.192898988060083,0.731472575861486,"pilot"
"8569","0.5",145,1,1,"DelayedRec",30,0.858494696249989,0.661244368423891,"pilot"
"8571","0.9",147,1,0,"ImmediateRec",30,-0.691939259766171,0.89092673388015,"pilot"
"8573","0.5",149,1,0,"ImmediateRec",30,-0.298890167806383,0.713269486836679,"pilot"
"8575","0.9",151,1,0,"ImmediateRec",30,-0.813675291878635,0.898537103036615,"pilot"
"8577","0.5",153,1,0,"DelayedRec",30,-0.188375317566534,0.65531556251524,"pilot"
"8578","0.1",154,1,1,"ImmediateRec",30,0.379848981231581,0.264761487485634,"pilot"
"8580","0.5",156,1,0,"DelayedRec",30,-0.230573561230462,0.653479611099086,"pilot"
"8582","0.1",158,1,1,"ImmediateRec",30,0.152585993252174,0.237230180579804,"pilot"
"8586","0.5",162,0,0,"DelayedRec",30,-0.138873191378452,0.650016318389795,"pilot"
"8588","0.5",164,1,0,"ImmediateRec",30,-0.185211728591665,0.64282653842444,"pilot"
"8589","0.5",165,0,0,"ImmediateRec",30,-0.129283924507736,0.663462828422809,"pilot"
"8590","0.5",166,0,0,"DelayedRec",30,-0.111552008361166,0.746102081427116,"pilot"
"8593","0.9",169,1,0,"ImmediateRec",30,-0.726536459335634,0.872858486348244,"pilot"
"8595","0.5",171,1,1,"DelayedRec",30,0.884129197234818,0.644526538328759,"pilot"
"8597","0.5",173,1,0,"ImmediateRec",30,-0.20759862278466,0.732358516754117,"pilot"
"8600","0.9",176,1,0,"DelayedRec",30,-0.656343827899614,0.888315102617157,"pilot"
"8601","0.5",177,1,1,"ImmediateRec",30,0.900021438797651,0.632962321774556,"pilot"
"8603","0.1",179,1,1,"ImmediateRec",30,0.0790845416992653,0.188335884807708,"pilot"
"8604","0.9",180,1,0,"DelayedRec",30,-0.929120427246451,0.922591958689885,"pilot"
"8605","0.5",181,1,1,"ImmediateRec",30,0.967833179573244,0.728590349661507,"pilot"
"8606","0.5",182,1,0,"DelayedRec",30,-0.0860475913468771,0.686352945525564,"pilot"
"8607","0.5",183,1,0,"DelayedRec",30,-0.186060402842778,0.665200264393721,"pilot"
"8609","0.9",185,1,0,"DelayedRec",30,-0.588248589438124,0.854792891730324,"pilot"
"8610","0.1",186,1,1,"ImmediateRec",30,0.354889553876104,0.235884669340649,"pilot"
"8611","0.9",187,1,0,"ImmediateRec",30,-0.527218186972678,0.822535703378209,"pilot"
"8612","0.9",188,1,0,"ImmediateRec",30,-0.83272479684149,0.900857003435417,"pilot"
"8616","0.9",192,1,0,"ImmediateRec",30,-0.817376223359174,0.881372541564012,"pilot"
"8617","0.5",193,1,0,"DelayedRec",30,-0.0771202106010973,0.660452149608754,"pilot"
"8618","0.5",194,1,0,"DelayedRec",30,-0.16675675898836,0.715864490783364,"pilot"
"8619","0.1",195,1,1,"DelayedRec",30,0.527480351563179,0.284706417095613,"pilot"
"8620","0.1",196,1,1,"DelayedRec",30,0.318069997156845,0.22698312572475,"pilot"
"8621","0.5",197,1,0,"ImmediateRec",30,-0.173294717499928,0.678898296462203,"pilot"
"8622","0.1",198,1,1,"ImmediateRec",30,0.472754613624284,0.273962494666966,"pilot"
"8623","0.9",199,1,0,"ImmediateRec",30,-0.576293365163808,0.806935457217123,"pilot"
"8627","0.1",203,1,0,"ImmediateRec",30,-0.000124004412066709,0.259650867370906,"pilot"
"8628","0.5",204,1,0,"ImmediateRec",30,-0.149455855428839,0.688850022206015,"pilot"
"8629","0.9",205,1,0,"ImmediateRec",30,-0.58428164603907,0.942389567436905,"pilot"
"8633","0.1",209,1,1,"ImmediateRec",30,0.426917520088038,0.26766375865724,"pilot"
"8634","0.1",210,1,1,"ImmediateRec",30,0.267426019728131,0.245102384976721,"pilot"
"8635","0.9",211,1,0,"DelayedRec",30,-0.771012818516455,0.920807232475742,"pilot"
"8640","0.5",216,1,0,"ImmediateRec",30,-0.0875045064219207,0.674369068012753,"pilot"
"8641","0.5",217,1,0,"DelayedRec",30,-0.155315505064827,0.712375355046692,"pilot"
"8644","0.5",220,1,0,"DelayedRec",30,-0.120052694612518,0.679324200680388,"pilot"
"8648","0.1",224,1,1,"ImmediateRec",30,0.222442508485936,0.207024417631049,"pilot"
"8649","0.1",225,1,0,"DelayedRec",30,-0.010549007434389,0.218388168352973,"pilot"
"8650","0.1",226,1,1,"ImmediateRec",30,0.276301982296157,0.210146887513383,"pilot"
"8652","0.1",228,0,1,"DelayedRec",30,0.350632473517175,0.220830397050257,"pilot"
"8654","0.5",230,1,1,"DelayedRec",30,0.784820895680464,0.660494418163865,"pilot"
"8656","0.1",232,0,1,"DelayedRec",30,0.221943780029599,0.194585589532701,"pilot"
"8657","0.9",233,1,0,"DelayedRec",30,-0.801082740497797,0.929268794236992,"pilot"
"8658","0.1",234,1,1,"DelayedRec",30,0.199364245210733,0.199211968910876,"pilot"
"8659","0.1",235,1,1,"ImmediateRec",30,0.178680336501232,0.191694337370742,"pilot"
"8660","0.5",236,1,0,"ImmediateRec",30,-0.139201624039997,0.685492555449903,"pilot"
"8663","0.5",239,1,1,"ImmediateRec",30,0.892402693127997,0.662169138910517,"pilot"
"8665","0.9",241,1,0,"DelayedRec",30,-0.87136319990039,0.913495247010528,"pilot"
"8666","0.5",242,0,0,"ImmediateRec",30,-0.0860349492880888,0.659624227941518,"pilot"
"8669","0.9",245,0,0,"DelayedRec",30,-0.803685115156388,0.883588114292778,"pilot"
"8670","0.1",246,1,1,"DelayedRec",30,0.25242978767252,0.196761634665634,"pilot"
"8671","0.9",247,1,0,"DelayedRec",30,-0.77345585386293,0.902035487424968,"pilot"
"8674","0.1",250,0,1,"DelayedRec",30,0.224670626334632,0.20821336359844,"pilot"
